"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Pierna A","22 may 2025, 12:09","22 may 2025, 12:50","","Aducción de Caderas",,"",2,"normal",27.3,9,,,9.5
"Pierna A","22 may 2025, 12:09","22 may 2025, 12:50","","Extensión de Pierna",,"",0,"warmup",27.3,15,,,8.5
"Pierna A","22 may 2025, 12:09","22 may 2025, 12:50","","Extensión de Pierna",,"",1,"normal",35.3,13,,,9.5
"Pierna A","22 may 2025, 12:09","22 may 2025, 12:50","","Extensión de Pierna",,"",2,"normal",32,12,,,9.5
"Pierna A","22 may 2025, 12:09","22 may 2025, 12:50","","Press de Piernas",,"",0,"warmup",30,15,,,8.5
"Pierna A","22 may 2025, 12:09","22 may 2025, 12:50","","Press de Piernas",,"",1,"normal",40,12,,,9.5
"Pierna A","22 may 2025, 12:09","22 may 2025, 12:50","","Press de Piernas",,"",2,"normal",40,10,,,9.5
"Pierna A","22 may 2025, 12:09","22 may 2025, 12:50","","Extensión de Espalda (Hiperextensión con peso)",,"",0,"normal",2.5,12,,,
"Pierna A","22 may 2025, 12:09","22 may 2025, 12:50","","Extensión de Espalda (Hiperextensión con peso)",,"",1,"normal",2.5,10,,,
"Torso B","19 may 2025, 12:53","19 may 2025, 13:35","","Dominada",,"",0,"normal",,5,,,9.5
"Torso B","19 may 2025, 12:53","19 may 2025, 13:35","","Dominada",,"",1,"normal",,4,,,9.5
"Torso B","19 may 2025, 12:53","19 may 2025, 13:35","","Dominada",,"",2,"normal",,3,,,9.5
"Torso B","19 may 2025, 12:53","19 may 2025, 13:35","","Remo Sentado con Agarre en V (Cable)",,"",0,"warmup",32,15,,,8.5
"Torso B","19 may 2025, 12:53","19 may 2025, 13:35","","Remo Sentado con Agarre en V (Cable)",,"",1,"normal",39,12,,,9
"Torso B","19 may 2025, 12:53","19 may 2025, 13:35","","Remo Sentado con Agarre en V (Cable)",,"",2,"normal",39,8,,,9.5
"Torso B","19 may 2025, 12:53","19 may 2025, 13:35","","Press de Banca Inclinado (Máquina Smith)",,"",0,"warmup",21.3,15,,,
"Torso B","19 may 2025, 12:53","19 may 2025, 13:35","","Press de Banca Inclinado (Máquina Smith)",,"",1,"normal",31.3,12,,,
"Torso B","19 may 2025, 12:53","19 may 2025, 13:35","","Press de Banca Inclinado (Máquina Smith)",,"",2,"normal",31.3,8,,,9.5
"Torso B","19 may 2025, 12:53","19 may 2025, 13:35","","Cables Cruzados",0,"",0,"normal",6.8,12,,,
"Torso B","19 may 2025, 12:53","19 may 2025, 13:35","","Cables Cruzados",0,"",1,"normal",4.5,12,,,
"Torso B","19 may 2025, 12:53","19 may 2025, 13:35","","Elevacion Frontal (Cable)",0,"",0,"normal",4.5,12,,,8.5
"Torso B","19 may 2025, 12:53","19 may 2025, 13:35","","Elevacion Frontal (Cable)",0,"",1,"normal",2.3,15,,,
"Torso A","14 may 2025, 12:55","14 may 2025, 13:41","","Press de Banca (Barra)",,"",0,"warmup",20,15,,,
"Torso A","14 may 2025, 12:55","14 may 2025, 13:41","","Press de Banca (Barra)",,"",1,"normal",35,15,,,8.5
"Torso A","14 may 2025, 12:55","14 may 2025, 13:41","","Press de Banca (Barra)",,"",2,"normal",40,10,,,8.5
"Torso A","14 may 2025, 12:55","14 may 2025, 13:41","","Press de Banca (Barra)",,"",3,"normal",45,7,,,9.5
"Torso A","14 may 2025, 12:55","14 may 2025, 13:41","","Cables Cruzados",,"",0,"normal",4.5,15,,,7.5
"Torso A","14 may 2025, 12:55","14 may 2025, 13:41","","Cables Cruzados",,"",1,"normal",6.8,10,,,9.5
"Torso A","14 may 2025, 12:55","14 may 2025, 13:41","","Cables Cruzados",,"",2,"normal",4.5,12,,,
"Torso A","14 may 2025, 12:55","14 may 2025, 13:41","","Elevación Lateral a un Brazo (Cable)",0,"",0,"normal",4.5,12,,,
"Torso A","14 may 2025, 12:55","14 may 2025, 13:41","","Elevación Lateral a un Brazo (Cable)",0,"",1,"normal",4.5,10,,,
"Torso A","14 may 2025, 12:55","14 may 2025, 13:41","","Triceps Rope Pushdown",0,"",0,"normal",11.3,15,,,
"Torso A","14 may 2025, 12:55","14 may 2025, 13:41","","Triceps Rope Pushdown",0,"",1,"normal",13.5,15,,,8.5
"Torso A","14 may 2025, 12:55","14 may 2025, 13:41","","Triceps Rope Pushdown",0,"",2,"normal",13.5,10,,,8.5
"Torso A","14 may 2025, 12:55","14 may 2025, 13:41","","Remo Inclinado (Barra)",,"",0,"warmup",20,15,,,
"Torso A","14 may 2025, 12:55","14 may 2025, 13:41","","Remo Inclinado (Barra)",,"",1,"normal",30,15,,,
"Torso A","14 may 2025, 12:55","14 may 2025, 13:41","","Remo Inclinado (Barra)",,"",2,"normal",40,12,,,8.5
"Torso A","14 may 2025, 12:55","14 may 2025, 13:41","","Curl con Barra EZ",,"",0,"warmup",15,15,,,8.5
"Torso A","14 may 2025, 12:55","14 may 2025, 13:41","","Curl con Barra EZ",,"",1,"normal",20,12,,,9.5
"Torso A","14 may 2025, 12:55","14 may 2025, 13:41","","Curl con Barra EZ",,"",2,"normal",15,12,,,8.5
"Pierna A","13 may 2025, 12:06","13 may 2025, 12:41","","Aducción de Caderas",,"",0,"warmup",25,12,,,9.5
"Pierna A","13 may 2025, 12:06","13 may 2025, 12:41","","Aducción de Caderas",,"",1,"normal",29.6,7,,,9.5
"Pierna A","13 may 2025, 12:06","13 may 2025, 12:41","","Aducción de Caderas",,"",2,"normal",27.3,9,,,9.5
"Pierna A","13 may 2025, 12:06","13 may 2025, 12:41","","Extensión de Pierna",,"",0,"warmup",25,12,,,
"Pierna A","13 may 2025, 12:06","13 may 2025, 12:41","","Extensión de Pierna",,"",1,"normal",25,10,,,
"Pierna A","13 may 2025, 12:06","13 may 2025, 12:41","","Extensión de Pierna",,"",2,"normal",27.5,12,,,
"Pierna A","13 may 2025, 12:06","13 may 2025, 12:41","","Press de Piernas",,"",0,"warmup",30,15,,,8.5
"Pierna A","13 may 2025, 12:06","13 may 2025, 12:41","","Press de Piernas",,"",1,"normal",35,12,,,8.5
"Pierna A","13 may 2025, 12:06","13 may 2025, 12:41","","Press de Piernas",,"",2,"normal",35,10,,,9.5
"Pierna A","13 may 2025, 12:06","13 may 2025, 12:41","","Extensión de Espalda (Hiperextensión con peso)",,"",0,"normal",,12,,,8.5
"Pierna A","13 may 2025, 12:06","13 may 2025, 12:41","","Extensión de Espalda (Hiperextensión con peso)",,"",1,"normal",2.5,10,,,8.5
"Torso A","6 may 2025, 06:35","6 may 2025, 07:28","","Press de Banca (Barra)",,"",0,"warmup",20,15,,,
"Torso A","6 may 2025, 06:35","6 may 2025, 07:28","","Press de Banca (Barra)",,"",1,"normal",35,12,,,7.5
"Torso A","6 may 2025, 06:35","6 may 2025, 07:28","","Press de Banca (Barra)",,"",2,"normal",40,10,,,8.5
"Torso A","6 may 2025, 06:35","6 may 2025, 07:28","","Cables Cruzados",,"",0,"normal",6.8,10,,,8.5
"Torso A","6 may 2025, 06:35","6 may 2025, 07:28","","Cables Cruzados",,"",1,"normal",4.5,12,,,8.5
"Torso A","6 may 2025, 06:35","6 may 2025, 07:28","","Elevación Lateral a un Brazo (Cable)",0,"",0,"normal",4.5,12,,,
"Torso A","6 may 2025, 06:35","6 may 2025, 07:28","","Elevación Lateral a un Brazo (Cable)",0,"",1,"normal",6.8,12,,,8.5
"Torso A","6 may 2025, 06:35","6 may 2025, 07:28","","Triceps Rope Pushdown",0,"",0,"normal",13.5,12,,,8.5
"Torso A","6 may 2025, 06:35","6 may 2025, 07:28","","Triceps Rope Pushdown",0,"",1,"normal",13.5,12,,,8.5
"Torso A","6 may 2025, 06:35","6 may 2025, 07:28","","Triceps Rope Pushdown",0,"",2,"normal",11.3,12,,,8.5
"Torso A","6 may 2025, 06:35","6 may 2025, 07:28","","Remo Inclinado (Barra)",,"",0,"warmup",20,15,,,
"Torso A","6 may 2025, 06:35","6 may 2025, 07:28","","Remo Inclinado (Barra)",,"",1,"normal",30,12,,,7.5
"Torso A","6 may 2025, 06:35","6 may 2025, 07:28","","Remo Inclinado (Barra)",,"",2,"normal",35,12,,,8.5
"Torso A","6 may 2025, 06:35","6 may 2025, 07:28","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",13.5,15,,,7.5
"Torso A","6 may 2025, 06:35","6 may 2025, 07:28","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",15.8,12,,,7.5
"Torso A","6 may 2025, 06:35","6 may 2025, 07:28","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",18,12,,,8.5
"Torso A","6 may 2025, 06:35","6 may 2025, 07:28","","Curl con Barra EZ",,"",0,"warmup",12.5,15,,,7.5
"Torso A","6 may 2025, 06:35","6 may 2025, 07:28","","Curl con Barra EZ",,"",1,"normal",17.5,12,,,8.5
"Torso A","6 may 2025, 06:35","6 may 2025, 07:28","","Curl con Barra EZ",,"",2,"normal",15,12,,,9
"Push Day","2 may 2025, 15:09","2 may 2025, 15:52","","Press de Banca (Barra)",,"",0,"warmup",20,15,,,
"Push Day","2 may 2025, 15:09","2 may 2025, 15:52","","Press de Banca (Barra)",,"",1,"normal",40,12,,,8.5
"Push Day","2 may 2025, 15:09","2 may 2025, 15:52","","Press de Banca (Barra)",,"",2,"normal",45,8,,,9.5
"Push Day","2 may 2025, 15:09","2 may 2025, 15:52","","Cables Cruzados",,"",0,"normal",4.5,12,,,7.5
"Push Day","2 may 2025, 15:09","2 may 2025, 15:52","","Cables Cruzados",,"",1,"normal",6.8,8,,,9
"Push Day","2 may 2025, 15:09","2 may 2025, 15:52","","Cables Cruzados",,"",2,"normal",4.5,12,,,8.5
"Push Day","2 may 2025, 15:09","2 may 2025, 15:52","","Press de Banca Inclinado (Máquina Smith)",,"",0,"normal",21.3,15,,,8.5
"Push Day","2 may 2025, 15:09","2 may 2025, 15:52","","Press de Banca Inclinado (Máquina Smith)",,"",1,"normal",31.3,15,,,9.5
"Push Day","2 may 2025, 15:09","2 may 2025, 15:52","","Press de Banca Inclinado (Máquina Smith)",,"",2,"normal",31.3,7,,,10
"Push Day","2 may 2025, 15:09","2 may 2025, 15:52","","Elevación Lateral a un Brazo (Cable)",,"",0,"normal",4.5,12,,,7.5
"Push Day","2 may 2025, 15:09","2 may 2025, 15:52","","Elevación Lateral a un Brazo (Cable)",,"",1,"normal",6.8,10,,,8.5
"Push Day","2 may 2025, 15:09","2 may 2025, 15:52","","Elevación Lateral a un Brazo (Cable)",,"",2,"normal",4.5,12,,,8.5
"Push Day","2 may 2025, 15:09","2 may 2025, 15:52","","Triceps Rope Pushdown",,"",0,"normal",15.8,10,,,9.5
"Push Day","2 may 2025, 15:09","2 may 2025, 15:52","","Triceps Rope Pushdown",,"",1,"normal",13.5,12,,,9.5
"Push Day","2 may 2025, 15:09","2 may 2025, 15:52","","Triceps Rope Pushdown",,"",2,"normal",13.5,8,,,8.5
"Pull Day","30 abr 2025, 11:08","30 abr 2025, 11:33","","Remo Inclinado (Barra)",,"",0,"warmup",20,15,,,
"Pull Day","30 abr 2025, 11:08","30 abr 2025, 11:33","","Remo Inclinado (Barra)",,"",1,"normal",35,15,,,7.5
"Pull Day","30 abr 2025, 11:08","30 abr 2025, 11:33","","Remo Inclinado (Barra)",,"",2,"normal",40,12,,,8.5
"Pull Day","30 abr 2025, 11:08","30 abr 2025, 11:33","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",13.5,15,,,
"Pull Day","30 abr 2025, 11:08","30 abr 2025, 11:33","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",15.8,12,,,
"Pull Day","30 abr 2025, 11:08","30 abr 2025, 11:33","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",18,10,,,8.5
"Pull Day","30 abr 2025, 11:08","30 abr 2025, 11:33","","Curl con Barra EZ",,"",0,"normal",12.5,15,,,6
"Pull Day","30 abr 2025, 11:08","30 abr 2025, 11:33","","Curl con Barra EZ",,"",1,"normal",15,12,,,8.5
"Pull Day","30 abr 2025, 11:08","30 abr 2025, 11:33","","Curl con Barra EZ",,"",2,"normal",15,12,,,8.5
"Push Day","23 abr 2025, 15:03","23 abr 2025, 15:34","","Press de Banca (Barra)",,"",0,"warmup",20,15,,,
"Push Day","23 abr 2025, 15:03","23 abr 2025, 15:34","","Press de Banca (Barra)",,"",1,"normal",40,12,,,7.5
"Push Day","23 abr 2025, 15:03","23 abr 2025, 15:34","","Press de Banca (Barra)",,"",2,"normal",45,10,,,9.5
"Push Day","23 abr 2025, 15:03","23 abr 2025, 15:34","","Cables Cruzados",,"",0,"normal",6.8,12,,,9
"Push Day","23 abr 2025, 15:03","23 abr 2025, 15:34","","Cables Cruzados",,"",1,"normal",4.5,12,,,8.5
"Push Day","23 abr 2025, 15:03","23 abr 2025, 15:34","","Cables Cruzados",,"",2,"normal",4.5,10,,,8.5
"Push Day","23 abr 2025, 15:03","23 abr 2025, 15:34","","Elevación Lateral a un Brazo (Cable)",,"",0,"normal",4.5,15,,,8.5
"Push Day","23 abr 2025, 15:03","23 abr 2025, 15:34","","Elevación Lateral a un Brazo (Cable)",,"",1,"normal",6.8,10,,,8.5
"Push Day","23 abr 2025, 15:03","23 abr 2025, 15:34","","Elevación Lateral a un Brazo (Cable)",,"",2,"normal",4.5,10,,,
"Push Day","23 abr 2025, 15:03","23 abr 2025, 15:34","","Triceps Rope Pushdown",,"",0,"normal",13.5,12,,,
"Push Day","23 abr 2025, 15:03","23 abr 2025, 15:34","","Triceps Rope Pushdown",,"",1,"normal",15.8,10,,,9.5
"Push Day","23 abr 2025, 15:03","23 abr 2025, 15:34","","Triceps Rope Pushdown",,"",2,"normal",13.5,8,,,9.5
"Push Day","18 abr 2025, 10:42","18 abr 2025, 11:10","Mucha gente 😖","Press de Banca (Barra)",,"",0,"warmup",20,15,,,
"Push Day","18 abr 2025, 10:42","18 abr 2025, 11:10","Mucha gente 😖","Press de Banca (Barra)",,"",1,"normal",40,12,,,9.5
"Push Day","18 abr 2025, 10:42","18 abr 2025, 11:10","Mucha gente 😖","Press de Banca (Barra)",,"",2,"normal",45,8,,,9.5
"Push Day","18 abr 2025, 10:42","18 abr 2025, 11:10","Mucha gente 😖","Press de Banca Inclinado (Máquina Smith)",,"",0,"normal",31.3,12,,,9.5
"Push Day","18 abr 2025, 10:42","18 abr 2025, 11:10","Mucha gente 😖","Press de Banca Inclinado (Máquina Smith)",,"",1,"normal",31.3,10,,,10
"Push Day","18 abr 2025, 10:42","18 abr 2025, 11:10","Mucha gente 😖","Press de Banca Inclinado (Máquina Smith)",,"",2,"normal",21.3,15,,,
"Push Day","18 abr 2025, 10:42","18 abr 2025, 11:10","Mucha gente 😖","Elevación Lateral a un Brazo (Cable)",,"",0,"normal",4.5,12,,,8.5
"Push Day","18 abr 2025, 10:42","18 abr 2025, 11:10","Mucha gente 😖","Elevación Lateral a un Brazo (Cable)",,"",1,"normal",4.5,12,,,8.5
"Push Day","18 abr 2025, 10:42","18 abr 2025, 11:10","Mucha gente 😖","Elevación Lateral a un Brazo (Cable)",,"",2,"normal",4.5,8,,,
"Pull Day","17 abr 2025, 15:10","17 abr 2025, 15:47","","Remo Inclinado (Barra)",,"",0,"warmup",20,15,,,
"Pull Day","17 abr 2025, 15:10","17 abr 2025, 15:47","","Remo Inclinado (Barra)",,"",1,"normal",40,15,,,8.5
"Pull Day","17 abr 2025, 15:10","17 abr 2025, 15:47","","Remo Inclinado (Barra)",,"",2,"normal",45,15,,,9
"Pull Day","17 abr 2025, 15:10","17 abr 2025, 15:47","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",13.5,15,,,6
"Pull Day","17 abr 2025, 15:10","17 abr 2025, 15:47","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",15.8,15,,,7.5
"Pull Day","17 abr 2025, 15:10","17 abr 2025, 15:47","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",18,12,,,9.5
"Pull Day","17 abr 2025, 15:10","17 abr 2025, 15:47","","Remo Sentado con Agarre en V (Cable)",,"",0,"warmup",32,15,,,8.5
"Pull Day","17 abr 2025, 15:10","17 abr 2025, 15:47","","Remo Sentado con Agarre en V (Cable)",,"",1,"normal",34.3,15,,,8.5
"Pull Day","17 abr 2025, 15:10","17 abr 2025, 15:47","","Remo Sentado con Agarre en V (Cable)",,"",2,"normal",39,12,,,9
"Pull Day","17 abr 2025, 15:10","17 abr 2025, 15:47","","Curl con Barra EZ",,"",0,"normal",17.5,15,,,10
"Pull Day","17 abr 2025, 15:10","17 abr 2025, 15:47","","Curl con Barra EZ",,"",1,"normal",17.5,10,,,10
"Pull Day","17 abr 2025, 15:10","17 abr 2025, 15:47","","Curl con Barra EZ",,"",2,"normal",12.5,12,,,9.5
"Leg Day","15 abr 2025, 06:39","15 abr 2025, 07:35","Porq lo hago con tanta intensidad ?? 💀💀","Aducción de Caderas",,"",0,"warmup",25,13,,,8.5
"Leg Day","15 abr 2025, 06:39","15 abr 2025, 07:35","Porq lo hago con tanta intensidad ?? 💀💀","Aducción de Caderas",,"",1,"normal",32,6,,,10
"Leg Day","15 abr 2025, 06:39","15 abr 2025, 07:35","Porq lo hago con tanta intensidad ?? 💀💀","Aducción de Caderas",,"",2,"normal",27.3,8,,,10
"Leg Day","15 abr 2025, 06:39","15 abr 2025, 07:35","Porq lo hago con tanta intensidad ?? 💀💀","Extensión de Pierna",,"",0,"warmup",32,15,,,7.5
"Leg Day","15 abr 2025, 06:39","15 abr 2025, 07:35","Porq lo hago con tanta intensidad ?? 💀💀","Extensión de Pierna",,"",1,"normal",39,12,,,9.5
"Leg Day","15 abr 2025, 06:39","15 abr 2025, 07:35","Porq lo hago con tanta intensidad ?? 💀💀","Extensión de Pierna",,"",2,"normal",39,12,,,9.5
"Leg Day","15 abr 2025, 06:39","15 abr 2025, 07:35","Porq lo hago con tanta intensidad ?? 💀💀","Press de Piernas",,"",0,"warmup",30,15,,,8.5
"Leg Day","15 abr 2025, 06:39","15 abr 2025, 07:35","Porq lo hago con tanta intensidad ?? 💀💀","Press de Piernas",,"",1,"normal",35,12,,,8.5
"Leg Day","15 abr 2025, 06:39","15 abr 2025, 07:35","Porq lo hago con tanta intensidad ?? 💀💀","Press de Piernas",,"",2,"normal",35,12,,,9
"Leg Day","15 abr 2025, 06:39","15 abr 2025, 07:35","Porq lo hago con tanta intensidad ?? 💀💀","Curl de Piernas Acostado (Máquina)",,"",0,"normal",24.4,12,,,8.5
"Leg Day","15 abr 2025, 06:39","15 abr 2025, 07:35","Porq lo hago con tanta intensidad ?? 💀💀","Curl de Piernas Acostado (Máquina)",,"",1,"normal",25.2,11,,,9.5
"Leg Day","15 abr 2025, 06:39","15 abr 2025, 07:35","Porq lo hago con tanta intensidad ?? 💀💀","Curl de Piernas Acostado (Máquina)",,"",2,"normal",23,10,,,9
"Leg Day","15 abr 2025, 06:39","15 abr 2025, 07:35","Porq lo hago con tanta intensidad ?? 💀💀","Extensión de Espalda (Hiperextensión con peso)",,"",0,"normal",,12,,,8.5
"Leg Day","15 abr 2025, 06:39","15 abr 2025, 07:35","Porq lo hago con tanta intensidad ?? 💀💀","Extensión de Espalda (Hiperextensión con peso)",,"",1,"normal",2.5,10,,,9.5
"Leg Day","15 abr 2025, 06:39","15 abr 2025, 07:35","Porq lo hago con tanta intensidad ?? 💀💀","Extensión de Espalda (Hiperextensión con peso)",,"",2,"normal",2.5,8,,,9.5
"Leg Day","15 abr 2025, 06:39","15 abr 2025, 07:35","Porq lo hago con tanta intensidad ?? 💀💀","Rodillas al Pecho en Barras Paralelas",,"",0,"normal",,15,,,
"Leg Day","15 abr 2025, 06:39","15 abr 2025, 07:35","Porq lo hago con tanta intensidad ?? 💀💀","Rodillas al Pecho en Barras Paralelas",,"",1,"normal",,15,,,
"Pull Day","13 abr 2025, 15:49","13 abr 2025, 16:24","","Dominada",,"",0,"normal",,5,,,9.5
"Pull Day","13 abr 2025, 15:49","13 abr 2025, 16:24","","Remo Inclinado (Barra)",,"",0,"warmup",20,15,,,
"Pull Day","13 abr 2025, 15:49","13 abr 2025, 16:24","","Remo Inclinado (Barra)",,"",1,"normal",30,12,,,7.5
"Pull Day","13 abr 2025, 15:49","13 abr 2025, 16:24","","Remo Inclinado (Barra)",,"",2,"normal",40,15,,,8.5
"Pull Day","13 abr 2025, 15:49","13 abr 2025, 16:24","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",11.3,15,,,6
"Pull Day","13 abr 2025, 15:49","13 abr 2025, 16:24","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",13.5,15,,,7.5
"Pull Day","13 abr 2025, 15:49","13 abr 2025, 16:24","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",15.8,10,,,8.5
"Pull Day","13 abr 2025, 15:49","13 abr 2025, 16:24","","Remo Sentado con Agarre en V (Cable)",,"",0,"warmup",32,12,,,8.5
"Pull Day","13 abr 2025, 15:49","13 abr 2025, 16:24","","Remo Sentado con Agarre en V (Cable)",,"",1,"normal",34.3,12,,,8.5
"Pull Day","13 abr 2025, 15:49","13 abr 2025, 16:24","","Remo Sentado con Agarre en V (Cable)",,"",2,"normal",32,12,,,7.5
"Pull Day","13 abr 2025, 15:49","13 abr 2025, 16:24","","Curl Martillo (Mancuerna)",0,"",0,"normal",10,15,,,8.5
"Pull Day","13 abr 2025, 15:49","13 abr 2025, 16:24","","Curl Martillo (Mancuerna)",0,"",1,"normal",10,12,,,8.5
"Pull Day","13 abr 2025, 15:49","13 abr 2025, 16:24","","Curl Martillo (Mancuerna)",0,"",2,"normal",8,12,,,8.5
"Pull Day","13 abr 2025, 15:49","13 abr 2025, 16:24","","Encogimiento de Hombros (Mancuerna)",0,"",0,"normal",10,15,,,7.5
"Pull Day","13 abr 2025, 15:49","13 abr 2025, 16:24","","Encogimiento de Hombros (Mancuerna)",0,"",1,"normal",10,12,,,7.5
"Pull Day","13 abr 2025, 15:49","13 abr 2025, 16:24","","Encogimiento de Hombros (Mancuerna)",0,"",2,"normal",8,12,,,
"Push Day","12 abr 2025, 15:59","12 abr 2025, 16:31","","Cables Cruzados",,"",0,"normal",6.8,12,,,8.5
"Push Day","12 abr 2025, 15:59","12 abr 2025, 16:31","","Cables Cruzados",,"",1,"normal",4.5,12,,,7.5
"Push Day","12 abr 2025, 15:59","12 abr 2025, 16:31","","Cables Cruzados",,"",2,"normal",4.5,12,,,8
"Push Day","12 abr 2025, 15:59","12 abr 2025, 16:31","","Press de Banca Inclinado (Máquina Smith)",,"",0,"normal",21.3,15,,,7.5
"Push Day","12 abr 2025, 15:59","12 abr 2025, 16:31","","Press de Banca Inclinado (Máquina Smith)",,"",1,"normal",26.3,12,,,7.5
"Push Day","12 abr 2025, 15:59","12 abr 2025, 16:31","","Press de Banca Inclinado (Máquina Smith)",,"",2,"normal",26.3,12,,,7.5
"Push Day","12 abr 2025, 15:59","12 abr 2025, 16:31","","Elevación Lateral a un Brazo (Cable)",,"",0,"normal",4.5,12,,,8.5
"Push Day","12 abr 2025, 15:59","12 abr 2025, 16:31","","Elevación Lateral a un Brazo (Cable)",,"",1,"normal",4.5,12,,,7.5
"Push Day","12 abr 2025, 15:59","12 abr 2025, 16:31","","Elevación Lateral a un Brazo (Cable)",,"",2,"normal",4.5,12,,,8
"Push Day","12 abr 2025, 15:59","12 abr 2025, 16:31","","Triceps Rope Pushdown",,"",0,"normal",11.3,15,,,
"Push Day","12 abr 2025, 15:59","12 abr 2025, 16:31","","Triceps Rope Pushdown",,"",1,"normal",13.5,10,,,8.5
"Push Day","12 abr 2025, 15:59","12 abr 2025, 16:31","","Triceps Rope Pushdown",,"",2,"normal",11.3,12,,,9.5
"Leg Day","11 abr 2025, 12:43","11 abr 2025, 13:11","","Press de Piernas",,"",0,"warmup",32,12,,,7.5
"Leg Day","11 abr 2025, 12:43","11 abr 2025, 13:11","","Press de Piernas",,"",1,"normal",30,12,,,8.5
"Leg Day","11 abr 2025, 12:43","11 abr 2025, 13:11","","Press de Piernas",,"",2,"normal",2.5,12,,,8.5
"Leg Day","11 abr 2025, 12:43","11 abr 2025, 13:11","","Curl de Piernas Acostado (Máquina)",,"",0,"normal",27,15,,,8.5
"Leg Day","11 abr 2025, 12:43","11 abr 2025, 13:11","","Curl de Piernas Acostado (Máquina)",,"",1,"normal",27,12,,,8.5
"Leg Day","11 abr 2025, 12:43","11 abr 2025, 13:11","","Curl de Piernas Acostado (Máquina)",,"",2,"normal",27,10,,,9.5
"Leg Day","11 abr 2025, 12:43","11 abr 2025, 13:11","","Aducción de Caderas",,"nueva tecnica",0,"normal",25,12,,,8.5
"Leg Day","11 abr 2025, 12:43","11 abr 2025, 13:11","","Aducción de Caderas",,"nueva tecnica",1,"normal",25,12,,,9.5
"Leg Day","11 abr 2025, 12:43","11 abr 2025, 13:11","","Aducción de Caderas",,"nueva tecnica",2,"normal",27.5,8,,,8.5
"Push Day","4 abr 2025, 12:02","4 abr 2025, 12:14","full rápido","Press de Banca (Barra)",,"",0,"warmup",20,15,,,6
"Push Day","4 abr 2025, 12:02","4 abr 2025, 12:14","full rápido","Press de Banca (Barra)",,"",1,"normal",45,12,,,9
"Push Day","4 abr 2025, 12:02","4 abr 2025, 12:14","full rápido","Cables Cruzados",,"",0,"normal",6.8,12,,,8.5
"Push Day","4 abr 2025, 12:02","4 abr 2025, 12:14","full rápido","Elevación Lateral a un Brazo (Cable)",,"",0,"normal",6.8,15,,,8.5
"Push Day","4 abr 2025, 12:02","4 abr 2025, 12:14","full rápido","Triceps Rope Pushdown",,"",0,"normal",15.9,12,,,
"Pull Day","2 abr 2025, 06:43","2 abr 2025, 07:34","","Dominada",,"",0,"normal",,5,,,
"Pull Day","2 abr 2025, 06:43","2 abr 2025, 07:34","","Remo Inclinado (Barra)",,"",0,"warmup",20,15,,,6
"Pull Day","2 abr 2025, 06:43","2 abr 2025, 07:34","","Remo Inclinado (Barra)",,"",1,"normal",35,15,,,8.5
"Pull Day","2 abr 2025, 06:43","2 abr 2025, 07:34","","Remo Inclinado (Barra)",,"",2,"normal",40,12,,,9
"Pull Day","2 abr 2025, 06:43","2 abr 2025, 07:34","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",15.8,15,,,8.5
"Pull Day","2 abr 2025, 06:43","2 abr 2025, 07:34","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",18,15,,,8.5
"Pull Day","2 abr 2025, 06:43","2 abr 2025, 07:34","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",15.8,12,,,8.5
"Pull Day","2 abr 2025, 06:43","2 abr 2025, 07:34","","Remo Sentado con Agarre en V (Cable)",,"",0,"warmup",25,15,,,7.5
"Pull Day","2 abr 2025, 06:43","2 abr 2025, 07:34","","Remo Sentado con Agarre en V (Cable)",,"",1,"normal",32,15,,,8.5
"Pull Day","2 abr 2025, 06:43","2 abr 2025, 07:34","","Remo Sentado con Agarre en V (Cable)",,"",2,"normal",32,12,,,7.5
"Pull Day","2 abr 2025, 06:43","2 abr 2025, 07:34","","Curl con Barra EZ",,"",0,"normal",12.5,15,,,7.5
"Pull Day","2 abr 2025, 06:43","2 abr 2025, 07:34","","Curl con Barra EZ",,"",1,"normal",17.5,15,,,9.5
"Pull Day","2 abr 2025, 06:43","2 abr 2025, 07:34","","Curl con Barra EZ",,"",2,"normal",17.5,12,,,10
"Pull Day","2 abr 2025, 06:43","2 abr 2025, 07:34","","Curl Martillo (Mancuerna)",0,"",0,"normal",8,15,,,8.5
"Pull Day","2 abr 2025, 06:43","2 abr 2025, 07:34","","Curl Martillo (Mancuerna)",0,"",1,"normal",8,15,,,8.5
