"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Pierna","9 ene 2025, 07:12","9 ene 2025, 07:41","","Rodillas al Pecho en Barras Paralelas",,"",1,"normal",,12,,,
"Pierna","9 ene 2025, 07:12","9 ene 2025, 07:41","","Rodillas al Pecho en Barras Paralelas",,"",2,"normal",,12,,,
"Torso","7 ene 2025, 07:08","7 ene 2025, 08:01","","Press de Banca (Barra)",,"",0,"normal",20,15,,,
"Torso","7 ene 2025, 07:08","7 ene 2025, 08:01","","Press de Banca (Barra)",,"",1,"normal",40,12,,,
"Torso","7 ene 2025, 07:08","7 ene 2025, 08:01","","Press de Banca (Barra)",,"",2,"normal",40,8,,,
"Torso","7 ene 2025, 07:08","7 ene 2025, 08:01","","Press de Banca Inclinado (Máquina Smith)",,"",0,"normal",11.3,15,,,
"Torso","7 ene 2025, 07:08","7 ene 2025, 08:01","","Press de Banca Inclinado (Máquina Smith)",,"",1,"normal",21.3,12,,,
"Torso","7 ene 2025, 07:08","7 ene 2025, 08:01","","Press de Banca Inclinado (Máquina Smith)",,"",2,"normal",21.3,12,,,
"Torso","7 ene 2025, 07:08","7 ene 2025, 08:01","","Remo Sentado con Cable",,"",0,"normal",32,12,,,
"Torso","7 ene 2025, 07:08","7 ene 2025, 08:01","","Remo Sentado con Cable",,"",1,"normal",27.5,12,,,
"Torso","7 ene 2025, 07:08","7 ene 2025, 08:01","","Remo Sentado con Cable",,"",2,"normal",27.3,12,,,
"Torso","7 ene 2025, 07:08","7 ene 2025, 08:01","","Dominada",,"",0,"normal",,5,,,
"Torso","7 ene 2025, 07:08","7 ene 2025, 08:01","","Dominada",,"",1,"normal",,3,,,
"Torso","7 ene 2025, 07:08","7 ene 2025, 08:01","","Dominada",,"",2,"normal",,3,,,
"Torso","7 ene 2025, 07:08","7 ene 2025, 08:01","","Curl Martillo (Mancuerna)",,"",0,"normal",8,15,,,
"Torso","7 ene 2025, 07:08","7 ene 2025, 08:01","","Curl Martillo (Mancuerna)",,"",1,"normal",8,12,,,
"Torso","3 ene 2025, 15:22","3 ene 2025, 15:55","","Press de Banca (Barra)",,"",0,"normal",20,15,,,
"Torso","3 ene 2025, 15:22","3 ene 2025, 15:55","","Press de Banca (Barra)",,"",1,"normal",40,15,,,
"Torso","3 ene 2025, 15:22","3 ene 2025, 15:55","","Press de Banca (Barra)",,"",2,"normal",42.5,8,,,
"Torso","3 ene 2025, 15:22","3 ene 2025, 15:55","","Press de Banca Inclinado (Máquina Smith)",,"",0,"normal",11.3,15,,,
"Torso","3 ene 2025, 15:22","3 ene 2025, 15:55","","Press de Banca Inclinado (Máquina Smith)",,"",1,"normal",21.3,15,,,
"Torso","3 ene 2025, 15:22","3 ene 2025, 15:55","","Press de Banca Inclinado (Máquina Smith)",,"",2,"normal",21.3,12,,,
"Torso","3 ene 2025, 15:22","3 ene 2025, 15:55","","Triceps Rope Pushdown",0,"",0,"normal",11.3,15,,,
"Torso","3 ene 2025, 15:22","3 ene 2025, 15:55","","Triceps Rope Pushdown",0,"",1,"normal",11.3,12,,,
"Torso","3 ene 2025, 15:22","3 ene 2025, 15:55","","Triceps Rope Pushdown",0,"",2,"normal",11.3,10,,,
"Torso","3 ene 2025, 15:22","3 ene 2025, 15:55","","Remo Sentado con Cable",,"",0,"normal",25,12,,,
"Torso","3 ene 2025, 15:22","3 ene 2025, 15:55","","Remo Sentado con Cable",,"",1,"normal",27.5,12,,,
"Torso","23 dic 2024, 15:13","23 dic 2024, 15:20","","Dominada",,"",0,"normal",,5,,,
"Torso","23 dic 2024, 15:13","23 dic 2024, 15:20","","Dominada",,"",1,"normal",,4,,,
"Torso","23 dic 2024, 15:13","23 dic 2024, 15:20","","Dominada",,"",2,"normal",,4,,,
"Pierna","17 dic 2024, 07:08","17 dic 2024, 07:51","","Extensión de Pierna",,"",0,"normal",32,12,,,
"Pierna","17 dic 2024, 07:08","17 dic 2024, 07:51","","Extensión de Pierna",,"",1,"normal",34.3,12,,,
"Pierna","17 dic 2024, 07:08","17 dic 2024, 07:51","","Extensión de Pierna",,"",2,"normal",32,12,,,
"Pierna","17 dic 2024, 07:08","17 dic 2024, 07:51","","Curl de Pierna Sentado",,"",0,"normal",32,15,,,
"Pierna","17 dic 2024, 07:08","17 dic 2024, 07:51","","Curl de Pierna Sentado",,"",1,"normal",34.3,12,,,
"Pierna","17 dic 2024, 07:08","17 dic 2024, 07:51","","Curl de Pierna Sentado",,"",2,"normal",36.6,8,,,
"Pierna","17 dic 2024, 07:08","17 dic 2024, 07:51","","Extensión de Espalda (Hiperextensión con peso)",,"",0,"normal",2.5,12,,,
"Pierna","17 dic 2024, 07:08","17 dic 2024, 07:51","","Extensión de Espalda (Hiperextensión con peso)",,"",1,"normal",2.5,10,,,
"Pierna","17 dic 2024, 07:08","17 dic 2024, 07:51","","Extensión de Espalda (Hiperextensión con peso)",,"",2,"normal",,8,,,
"Pierna","17 dic 2024, 07:08","17 dic 2024, 07:51","","Rodillas al Pecho en Barras Paralelas",,"",0,"normal",,15,,,
"Pierna","17 dic 2024, 07:08","17 dic 2024, 07:51","","Rodillas al Pecho en Barras Paralelas",,"",1,"normal",,12,,,
"Pierna","17 dic 2024, 07:08","17 dic 2024, 07:51","","Rodillas al Pecho en Barras Paralelas",,"",2,"normal",,12,,,
"Torso","16 dic 2024, 11:51","16 dic 2024, 12:09","","Press de Banca Inclinado (Máquina Smith)",,"inclinacion 2",0,"normal",16.3,15,,,
"Torso","16 dic 2024, 11:51","16 dic 2024, 12:09","","Press de Banca Inclinado (Máquina Smith)",,"inclinacion 2",1,"normal",21.3,15,,,
"Torso","16 dic 2024, 11:51","16 dic 2024, 12:09","","Press de Banca Inclinado (Máquina Smith)",,"inclinacion 2",2,"normal",26.3,12,,,
"Torso","16 dic 2024, 11:51","16 dic 2024, 12:09","","Elevación Lateral a un Brazo (Cable)",0,"",0,"normal",4.5,15,,,
"Torso","16 dic 2024, 11:51","16 dic 2024, 12:09","","Elevación Lateral a un Brazo (Cable)",0,"",1,"normal",6.8,12,,,
"Torso","16 dic 2024, 11:51","16 dic 2024, 12:09","","Elevación Lateral a un Brazo (Cable)",0,"",2,"normal",4.5,12,,,
"Torso","16 dic 2024, 11:51","16 dic 2024, 12:09","","Triceps Rope Pushdown",0,"",0,"normal",11.3,15,,,
"Torso","16 dic 2024, 11:51","16 dic 2024, 12:09","","Triceps Rope Pushdown",0,"",1,"normal",11.3,12,,,
"Pierna","13 dic 2024, 08:34","13 dic 2024, 08:59","","Extensión de Pierna",,"",0,"normal",32,12,,,
"Pierna","13 dic 2024, 08:34","13 dic 2024, 08:59","","Extensión de Pierna",,"",1,"normal",29.6,12,,,
"Pierna","13 dic 2024, 08:34","13 dic 2024, 08:59","","Extensión de Pierna",,"",2,"normal",29.6,12,,,
"Pierna","13 dic 2024, 08:34","13 dic 2024, 08:59","","Curl de Pierna Sentado",,"",0,"normal",32,15,,,
"Pierna","13 dic 2024, 08:34","13 dic 2024, 08:59","","Curl de Pierna Sentado",,"",1,"normal",34.3,12,,,
"Pierna","13 dic 2024, 08:34","13 dic 2024, 08:59","","Curl de Pierna Sentado",,"",2,"normal",36.6,8,,,
"Pierna","13 dic 2024, 08:34","13 dic 2024, 08:59","","Rodillas al Pecho en Barras Paralelas",,"",0,"normal",,15,,,
"Pierna","13 dic 2024, 08:34","13 dic 2024, 08:59","","Rodillas al Pecho en Barras Paralelas",,"",1,"normal",,15,,,
"Pierna","13 dic 2024, 08:34","13 dic 2024, 08:59","","Rodillas al Pecho en Barras Paralelas",,"",2,"normal",,12,,,
"Torso","11 dic 2024, 15:27","11 dic 2024, 15:45","","Press de Banca (Barra)",,"",0,"normal",20,15,,,
"Torso","11 dic 2024, 15:27","11 dic 2024, 15:45","","Press de Banca (Barra)",,"",1,"normal",40,12,,,
"Torso","11 dic 2024, 15:27","11 dic 2024, 15:45","","Press de Banca (Barra)",,"",2,"normal",40,10,,,
"Torso","11 dic 2024, 15:27","11 dic 2024, 15:45","","Dominada (Asistida)",,"",0,"normal",14,10,,,
"Torso","11 dic 2024, 15:27","11 dic 2024, 15:45","","Dominada (Asistida)",,"",1,"normal",11.3,6,,,
"Torso","11 dic 2024, 15:27","11 dic 2024, 15:45","","Dominada (Asistida)",,"",2,"normal",11.3,6,,,
"Torso","3 dic 2024, 07:09","3 dic 2024, 07:55","","Press de Banca (Barra)",,"",0,"normal",20,15,,,
"Torso","3 dic 2024, 07:09","3 dic 2024, 07:55","","Press de Banca (Barra)",,"",1,"normal",35,12,,,
"Torso","3 dic 2024, 07:09","3 dic 2024, 07:55","","Press de Banca (Barra)",,"",2,"normal",40,8,,,
"Torso","3 dic 2024, 07:09","3 dic 2024, 07:55","","Press de Banca Inclinado (Máquina Smith)",,"",0,"normal",11.3,15,,,
"Torso","3 dic 2024, 07:09","3 dic 2024, 07:55","","Press de Banca Inclinado (Máquina Smith)",,"",1,"normal",21.3,12,,,
"Torso","3 dic 2024, 07:09","3 dic 2024, 07:55","","Press de Banca Inclinado (Máquina Smith)",,"",2,"normal",26.3,12,,,
"Torso","3 dic 2024, 07:09","3 dic 2024, 07:55","","Dominada (Asistida)",,"",0,"normal",14,10,,,
"Torso","3 dic 2024, 07:09","3 dic 2024, 07:55","","Dominada",,"",0,"normal",,1,,,
"Torso","3 dic 2024, 07:09","3 dic 2024, 07:55","","Dominada",,"",1,"normal",,3,,,
"Torso","3 dic 2024, 07:09","3 dic 2024, 07:55","","Dominada",,"",2,"normal",,2,,,
"Torso","3 dic 2024, 07:09","3 dic 2024, 07:55","","Curl Martillo (Mancuerna)",,"",0,"normal",10,12,,,
"Torso","3 dic 2024, 07:09","3 dic 2024, 07:55","","Curl Martillo (Mancuerna)",,"",1,"normal",10,12,,,
"Torso","3 dic 2024, 07:09","3 dic 2024, 07:55","","Curl Martillo (Mancuerna)",,"",2,"normal",8,10,,,
"Pierna","2 dic 2024, 07:04","2 dic 2024, 08:05","","Extensión de Pierna",,"Punto 5 silla",0,"normal",27.3,15,,,
"Pierna","2 dic 2024, 07:04","2 dic 2024, 08:05","","Extensión de Pierna",,"Punto 5 silla",1,"normal",32,15,,,
"Pierna","2 dic 2024, 07:04","2 dic 2024, 08:05","","Extensión de Pierna",,"Punto 5 silla",2,"normal",35.3,12,,,
"Pierna","2 dic 2024, 07:04","2 dic 2024, 08:05","","Curl de Pierna Sentado",,"",0,"normal",32,15,,,
"Pierna","2 dic 2024, 07:04","2 dic 2024, 08:05","","Curl de Pierna Sentado",,"",1,"normal",35.3,12,,,
"Pierna","2 dic 2024, 07:04","2 dic 2024, 08:05","","Curl de Pierna Sentado",,"",2,"normal",32,10,,,
"Pierna","2 dic 2024, 07:04","2 dic 2024, 08:05","","Aducción de Caderas",,"",0,"normal",18,15,,,
"Pierna","2 dic 2024, 07:04","2 dic 2024, 08:05","","Aducción de Caderas",,"",1,"normal",25,12,,,
"Pierna","2 dic 2024, 07:04","2 dic 2024, 08:05","","Aducción de Caderas",,"",2,"normal",25,12,,,
"Pierna","2 dic 2024, 07:04","2 dic 2024, 08:05","","Extensión de Espalda (Hiperextensión con peso)",,"",0,"normal",2.5,12,,,
"Pierna","2 dic 2024, 07:04","2 dic 2024, 08:05","","Extensión de Espalda (Hiperextensión con peso)",,"",1,"normal",2.5,10,,,
"Pierna","2 dic 2024, 07:04","2 dic 2024, 08:05","","Extensión de Espalda (Hiperextensión con peso)",,"",2,"normal",,10,,,
"Pierna","2 dic 2024, 07:04","2 dic 2024, 08:05","","Rodillas al Pecho en Barras Paralelas",,"",0,"normal",,15,,,
"Pierna","2 dic 2024, 07:04","2 dic 2024, 08:05","","Rodillas al Pecho en Barras Paralelas",,"",1,"normal",,15,,,
"Pierna","2 dic 2024, 07:04","2 dic 2024, 08:05","","Rodillas al Pecho en Barras Paralelas",,"",2,"normal",,10,,,
"Torso","30 nov 2024, 17:08","30 nov 2024, 17:48","","Press de Banca (Barra)",,"",0,"normal",20,15,,,
"Torso","30 nov 2024, 17:08","30 nov 2024, 17:48","","Press de Banca (Barra)",,"",1,"normal",30,15,,,
"Torso","30 nov 2024, 17:08","30 nov 2024, 17:48","","Press de Banca (Barra)",,"",2,"normal",37.5,12,,,
"Torso","30 nov 2024, 17:08","30 nov 2024, 17:48","","Press de Banca Inclinado (Máquina Smith)",,"",0,"normal",16.3,12,,,
"Torso","30 nov 2024, 17:08","30 nov 2024, 17:48","","Press de Banca Inclinado (Máquina Smith)",,"",1,"normal",21.3,12,,,
"Torso","30 nov 2024, 17:08","30 nov 2024, 17:48","","Press de Banca Inclinado (Máquina Smith)",,"",2,"normal",21.3,8,,,
"Torso","30 nov 2024, 17:08","30 nov 2024, 17:48","","Elevación Lateral a un Brazo (Cable)",0,"",0,"normal",4.5,15,,,
"Torso","30 nov 2024, 17:08","30 nov 2024, 17:48","","Triceps Rope Pushdown",0,"",0,"normal",9,15,,,
"Torso","30 nov 2024, 17:08","30 nov 2024, 17:48","","Triceps Rope Pushdown",0,"",1,"normal",11.3,12,,,
"Torso","30 nov 2024, 17:08","30 nov 2024, 17:48","","Triceps Rope Pushdown",0,"",2,"normal",11.3,12,,,
"Torso","30 nov 2024, 17:08","30 nov 2024, 17:48","","Remo Sentado con Cable",,"",0,"normal",32,12,,,
"Torso","30 nov 2024, 17:08","30 nov 2024, 17:48","","Remo Sentado con Cable",,"",1,"normal",32,10,,,
"Torso","30 nov 2024, 17:08","30 nov 2024, 17:48","","Remo Sentado con Cable",,"",2,"normal",27.3,8,,,
"Torso","30 nov 2024, 17:08","30 nov 2024, 17:48","","Dominada",,"",0,"normal",,1,,,
"Pierna","21 nov 2024, 07:05","21 nov 2024, 07:45","","Extensión de Pierna",,"",0,"normal",27.3,15,,,
"Pierna","21 nov 2024, 07:05","21 nov 2024, 07:45","","Extensión de Pierna",,"",1,"normal",32,12,,,
"Pierna","21 nov 2024, 07:05","21 nov 2024, 07:45","","Extensión de Pierna",,"",2,"normal",35.3,12,,,
"Pierna","21 nov 2024, 07:05","21 nov 2024, 07:45","","Curl de Pierna Sentado",,"",0,"normal",32,15,,,
"Pierna","21 nov 2024, 07:05","21 nov 2024, 07:45","","Curl de Pierna Sentado",,"",1,"normal",35.3,12,,,
"Pierna","21 nov 2024, 07:05","21 nov 2024, 07:45","","Curl de Pierna Sentado",,"",2,"normal",32,10,,,
"Pierna","21 nov 2024, 07:05","21 nov 2024, 07:45","","Extensión de Espalda (Hiperextensión con peso)",,"",0,"normal",,12,,,
"Pierna","21 nov 2024, 07:05","21 nov 2024, 07:45","","Extensión de Espalda (Hiperextensión con peso)",,"",1,"normal",2.5,10,,,
"Pierna","21 nov 2024, 07:05","21 nov 2024, 07:45","","Extensión de Espalda (Hiperextensión con peso)",,"",2,"normal",2.5,10,,,
"Pierna","21 nov 2024, 07:05","21 nov 2024, 07:45","","Rodillas al Pecho en Barras Paralelas",,"",0,"normal",,15,,,
"Pierna","21 nov 2024, 07:05","21 nov 2024, 07:45","","Rodillas al Pecho en Barras Paralelas",,"",1,"normal",,12,,,
"Pierna","21 nov 2024, 07:05","21 nov 2024, 07:45","","Rodillas al Pecho en Barras Paralelas",,"",2,"normal",,10,,,
"Torso","20 nov 2024, 12:36","20 nov 2024, 13:14","","Dominada (Asistida)",,"",0,"normal",14,10,,,
"Torso","20 nov 2024, 12:36","20 nov 2024, 13:14","","Dominada (Asistida)",,"",1,"normal",11.3,6,,,
"Torso","20 nov 2024, 12:36","20 nov 2024, 13:14","","Dominada (Asistida)",,"",2,"normal",11.3,4,,,
"Torso","20 nov 2024, 12:36","20 nov 2024, 13:14","","Remo Sentado con Cable",,"",0,"normal",27.3,12,,,
"Torso","20 nov 2024, 12:36","20 nov 2024, 13:14","","Remo Sentado con Cable",,"",1,"normal",27.3,12,,,
"Torso","20 nov 2024, 12:36","20 nov 2024, 13:14","","Remo Sentado con Cable",,"",2,"normal",27.3,10,,,
"Torso","20 nov 2024, 12:36","20 nov 2024, 13:14","","Curl con Barra EZ",,"",0,"normal",12.5,12,,,
"Torso","20 nov 2024, 12:36","20 nov 2024, 13:14","","Curl con Barra EZ",,"",1,"normal",12.5,12,,,
"Torso","20 nov 2024, 12:36","20 nov 2024, 13:14","","Curl con Barra EZ",,"",2,"normal",15,12,,,
"Torso","20 nov 2024, 12:36","20 nov 2024, 13:14","","Máquina para Fondos Sentado",,"",0,"normal",36,12,,,
"Torso","20 nov 2024, 12:36","20 nov 2024, 13:14","","Máquina para Fondos Sentado",,"",1,"normal",37.1,12,,,
"Torso","20 nov 2024, 12:36","20 nov 2024, 13:14","","Máquina para Fondos Sentado",,"",2,"normal",39.3,8,,,
"Torso","18 nov 2024, 12:34","18 nov 2024, 13:07","","Press de Banca (Barra)",,"",0,"normal",20,15,,,
"Torso","18 nov 2024, 12:34","18 nov 2024, 13:07","","Press de Banca (Barra)",,"",1,"normal",30,12,,,
"Torso","18 nov 2024, 12:34","18 nov 2024, 13:07","","Press de Banca (Barra)",,"",2,"normal",35,12,,,
"Torso","18 nov 2024, 12:34","18 nov 2024, 13:07","","Press de Banca Inclinado (Máquina Smith)",,"",0,"normal",11.3,12,,,
"Torso","18 nov 2024, 12:34","18 nov 2024, 13:07","","Press de Banca Inclinado (Máquina Smith)",,"",1,"normal",16.3,15,,,
"Torso","18 nov 2024, 12:34","18 nov 2024, 13:07","","Press de Banca Inclinado (Máquina Smith)",,"",2,"normal",16.3,12,,,
"Torso","18 nov 2024, 12:34","18 nov 2024, 13:07","","Elevación Lateral a un Brazo (Cable)",0,"",0,"normal",4.5,12,,,
"Torso","18 nov 2024, 12:34","18 nov 2024, 13:07","","Elevación Lateral a un Brazo (Cable)",0,"",1,"normal",4.5,12,,,
"Torso","18 nov 2024, 12:34","18 nov 2024, 13:07","","Elevación Lateral a un Brazo (Cable)",0,"",2,"normal",4.5,12,,,
"Torso","14 nov 2024, 15:55","14 nov 2024, 16:04","","Curl con Barra EZ",,"",0,"normal",17.5,12,,,
"Torso","14 nov 2024, 15:55","14 nov 2024, 16:04","","Curl con Barra EZ",,"",1,"normal",17.5,10,,,
"Torso","14 nov 2024, 15:55","14 nov 2024, 16:04","","Curl con Barra EZ",,"",2,"normal",17.5,10,,,
"Pierna","14 nov 2024, 15:21","14 nov 2024, 15:54","","Extensión de Pierna",,"",0,"normal",27.3,15,,,
"Pierna","14 nov 2024, 15:21","14 nov 2024, 15:54","","Extensión de Pierna",,"",1,"normal",32,15,,,
"Pierna","14 nov 2024, 15:21","14 nov 2024, 15:54","","Extensión de Pierna",,"",2,"normal",35.3,15,,,
"Pierna","14 nov 2024, 15:21","14 nov 2024, 15:54","","Curl de Pierna Sentado",,"",0,"normal",32,15,,,
"Pierna","14 nov 2024, 15:21","14 nov 2024, 15:54","","Curl de Pierna Sentado",,"",1,"normal",35.3,12,,,
"Pierna","14 nov 2024, 15:21","14 nov 2024, 15:54","","Curl de Pierna Sentado",,"",2,"normal",32,12,,,
"Pierna","14 nov 2024, 15:21","14 nov 2024, 15:54","","Extensión de Espalda (Hiperextensión con peso)",,"",0,"normal",,12,,,
"Pierna","14 nov 2024, 15:21","14 nov 2024, 15:54","","Rodillas al Pecho en Barras Paralelas",,"",0,"normal",,15,,,
"Pierna","14 nov 2024, 15:21","14 nov 2024, 15:54","","Rodillas al Pecho en Barras Paralelas",,"",1,"normal",,15,,,
"Pierna","14 nov 2024, 15:21","14 nov 2024, 15:54","","Rodillas al Pecho en Barras Paralelas",,"",2,"normal",,15,,,
"Torso","12 nov 2024, 07:05","12 nov 2024, 07:38","","Press de Banca Inclinado (Máquina Smith)",,"",0,"normal",16.3,12,,,
"Torso","12 nov 2024, 07:05","12 nov 2024, 07:38","","Press de Banca Inclinado (Máquina Smith)",,"",1,"normal",21.3,12,,,
"Torso","12 nov 2024, 07:05","12 nov 2024, 07:38","","Press de Banca Inclinado (Máquina Smith)",,"",2,"normal",21.3,10,,,
"Torso","12 nov 2024, 07:05","12 nov 2024, 07:38","","Elevación Lateral a un Brazo (Cable)",0,"",0,"normal",4.5,12,,,
"Torso","12 nov 2024, 07:05","12 nov 2024, 07:38","","Elevación Lateral a un Brazo (Cable)",0,"",1,"normal",4.5,12,,,
"Torso","12 nov 2024, 07:05","12 nov 2024, 07:38","","Remo Sentado con Cable",,"",0,"normal",25,12,,,
"Torso","12 nov 2024, 07:05","12 nov 2024, 07:38","","Remo Sentado con Cable",,"",1,"normal",27.3,12,,,
"Torso","12 nov 2024, 07:05","12 nov 2024, 07:38","","Remo Sentado con Cable",,"",2,"normal",27.3,12,,,
"Torso","12 nov 2024, 07:05","12 nov 2024, 07:38","","Dominada",,"",0,"normal",,4,,,
"Torso","12 nov 2024, 07:05","12 nov 2024, 07:38","","Dominada",,"",1,"normal",,3,,,
"Torso","12 nov 2024, 07:05","12 nov 2024, 07:38","","Dominada",,"",2,"normal",,2,,,
"Torso","12 nov 2024, 07:05","12 nov 2024, 07:38","","Fondo de Tríceps",,"",0,"normal",,3,,,
"Torso","12 nov 2024, 07:05","12 nov 2024, 07:38","","Fondo de Tríceps",,"",1,"normal",,3,,,
"Pierna","4 nov 2024, 11:49","4 nov 2024, 12:07","","Extensión de Pierna",,"",0,"normal",25,15,,,
"Pierna","4 nov 2024, 11:49","4 nov 2024, 12:07","","Extensión de Pierna",,"",1,"normal",27.3,15,,,
"Pierna","4 nov 2024, 11:49","4 nov 2024, 12:07","","Extensión de Pierna",,"",2,"normal",32,12,,,
"Pierna","4 nov 2024, 11:49","4 nov 2024, 12:07","","Extensión de Espalda (Hiperextensión con peso)",,"",0,"normal",,12,,,
"Pierna","4 nov 2024, 11:49","4 nov 2024, 12:07","","Extensión de Espalda (Hiperextensión con peso)",,"",1,"normal",,12,,,
"Pierna","4 nov 2024, 11:49","4 nov 2024, 12:07","","Extensión de Espalda (Hiperextensión con peso)",,"",2,"normal",,8,,,
"Torso","25 oct 2024, 07:09","25 oct 2024, 07:41","","Elevación Lateral a un Brazo (Cable)",0,"",0,"normal",4.5,12,,,
"Torso","25 oct 2024, 07:09","25 oct 2024, 07:41","","Elevación Lateral a un Brazo (Cable)",0,"",1,"normal",4.5,12,,,
"Torso","25 oct 2024, 07:09","25 oct 2024, 07:41","","Elevación Lateral a un Brazo (Cable)",0,"",2,"normal",2.5,15,,,
"Torso","25 oct 2024, 07:09","25 oct 2024, 07:41","","Dominada (Asistida)",,"",0,"normal",14,10,,,
"Torso","25 oct 2024, 07:09","25 oct 2024, 07:41","","Dominada (Asistida)",,"",1,"normal",11.3,7,,,
"Torso","25 oct 2024, 07:09","25 oct 2024, 07:41","","Dominada (Asistida)",,"",2,"normal",14,7,,,
"Torso","25 oct 2024, 07:09","25 oct 2024, 07:41","","Remo Sentado con Cable",,"",0,"normal",25,12,,,
"Torso","25 oct 2024, 07:09","25 oct 2024, 07:41","","Remo Sentado con Cable",,"",1,"normal",25,12,,,
"Torso","25 oct 2024, 07:09","25 oct 2024, 07:41","","Remo Sentado con Cable",,"",2,"normal",27.3,12,,,
"Pierna","24 oct 2024, 07:06","24 oct 2024, 08:01","","Extensión de Pierna",,"",0,"normal",25,12,,,
"Pierna","24 oct 2024, 07:06","24 oct 2024, 08:01","","Extensión de Pierna",,"",1,"normal",25,15,,,
"Pierna","24 oct 2024, 07:06","24 oct 2024, 08:01","","Extensión de Pierna",,"",2,"normal",27.3,12,,,
"Pierna","24 oct 2024, 07:06","24 oct 2024, 08:01","","Curl de Pierna Sentado",,"",0,"normal",27.3,15,,,
"Pierna","24 oct 2024, 07:06","24 oct 2024, 08:01","","Curl de Pierna Sentado",,"",1,"normal",32,12,,,
"Pierna","24 oct 2024, 07:06","24 oct 2024, 08:01","","Curl de Pierna Sentado",,"",2,"normal",25,12,,,
"Pierna","24 oct 2024, 07:06","24 oct 2024, 08:01","","Extensión de Espalda (Hiperextensión con peso)",,"",0,"normal",,12,,,
"Pierna","24 oct 2024, 07:06","24 oct 2024, 08:01","","Extensión de Espalda (Hiperextensión con peso)",,"",1,"normal",,12,,,
"Pierna","24 oct 2024, 07:06","24 oct 2024, 08:01","","Extensión de Espalda (Hiperextensión con peso)",,"",2,"normal",,10,,,
"Pierna","24 oct 2024, 07:06","24 oct 2024, 08:01","","Rodillas al Pecho en Barras Paralelas",,"",0,"normal",,15,,,
"Pierna","24 oct 2024, 07:06","24 oct 2024, 08:01","","Rodillas al Pecho en Barras Paralelas",,"",1,"normal",,12,,,
"Pierna","24 oct 2024, 07:06","24 oct 2024, 08:01","","Rodillas al Pecho en Barras Paralelas",,"",2,"normal",,12,,,
"Torso","21 oct 2024, 07:07","21 oct 2024, 07:57","","Press de Banca (Barra)",,"",0,"normal",20,15,,,
"Torso","21 oct 2024, 07:07","21 oct 2024, 07:57","","Press de Banca (Barra)",,"",1,"normal",30,15,,,
"Torso","21 oct 2024, 07:07","21 oct 2024, 07:57","","Press de Banca (Barra)",,"",2,"normal",35,12,,,
"Torso","21 oct 2024, 07:07","21 oct 2024, 07:57","","Press de Banca Inclinado (Máquina Smith)",,"",0,"normal",11.3,15,,,
"Torso","21 oct 2024, 07:07","21 oct 2024, 07:57","","Press de Banca Inclinado (Máquina Smith)",,"",1,"normal",21.3,12,,,
"Torso","21 oct 2024, 07:07","21 oct 2024, 07:57","","Press de Banca Inclinado (Máquina Smith)",,"",2,"normal",21.3,10,,,
"Torso","21 oct 2024, 07:07","21 oct 2024, 07:57","","Elevación Lateral a un Brazo (Cable)",0,"",0,"normal",2.3,15,,,
"Torso","21 oct 2024, 07:07","21 oct 2024, 07:57","","Elevación Lateral a un Brazo (Cable)",0,"",1,"normal",4.5,12,,,
"Torso","21 oct 2024, 07:07","21 oct 2024, 07:57","","Elevación Lateral a un Brazo (Cable)",0,"",2,"normal",4.5,12,,,
"Torso","21 oct 2024, 07:07","21 oct 2024, 07:57","","Dominada (Asistida)",,"",0,"normal",14,10,,,
"Torso","21 oct 2024, 07:07","21 oct 2024, 07:57","","Dominada (Asistida)",,"",1,"normal",11.3,7,,,
"Torso","21 oct 2024, 07:07","21 oct 2024, 07:57","","Dominada (Asistida)",,"",2,"normal",11.3,5,,,
"Torso","21 oct 2024, 07:07","21 oct 2024, 07:57","","Remo Sentado con Cable",,"",0,"normal",25,15,,,
"Torso","21 oct 2024, 07:07","21 oct 2024, 07:57","","Remo Sentado con Cable",,"",1,"normal",27.3,12,,,
"Torso","21 oct 2024, 07:07","21 oct 2024, 07:57","","Remo Sentado con Cable",,"",2,"normal",27.3,12,,,
"Torso","17 oct 2024, 12:26","17 oct 2024, 12:56","","Press de Banca (Barra)",,"",0,"normal",20,15,,,
"Torso","17 oct 2024, 12:26","17 oct 2024, 12:56","","Press de Banca (Barra)",,"",1,"normal",30,15,,,
"Torso","17 oct 2024, 12:26","17 oct 2024, 12:56","","Press de Banca (Barra)",,"",2,"normal",35,10,,,
"Torso","17 oct 2024, 12:26","17 oct 2024, 12:56","","Dominada (Asistida)",,"",0,"normal",11.3,10,,,
"Torso","17 oct 2024, 12:26","17 oct 2024, 12:56","","Dominada (Asistida)",,"",1,"normal",9,6,,,
"Torso","17 oct 2024, 12:26","17 oct 2024, 12:56","","Dominada (Asistida)",,"",2,"normal",11.3,5,,,
"Torso","17 oct 2024, 12:26","17 oct 2024, 12:56","","Remo Sentado con Cable",,"",0,"normal",25,12,,,
"Torso","17 oct 2024, 12:26","17 oct 2024, 12:56","","Remo Sentado con Cable",,"",1,"normal",25,12,,,
"Torso","17 oct 2024, 12:26","17 oct 2024, 12:56","","Remo Sentado con Cable",,"",2,"normal",25,12,,,
"Pierna","15 oct 2024, 07:05","15 oct 2024, 08:08","","Extensión de Pierna",,"",0,"normal",18,15,,,
